id,stateabb1,ccode1,stateabb2,ccode2,year,defense,milex_1,milex_2,tpop_1,tpop_2
671,USA,2,MEX,70,1996,1,277254000,3629000,265284.0,92718.0
672,USA,2,MEX,70,1997,1,276324000,3664000,267901.0,94281.0
673,USA,2,MEX,70,1998,1,279702000,3907000,274028.0,95831.0
674,USA,2,MEX,70,1999,1,292147000,4289000,276218.0,97365.0
675,USA,2,MEX,70,2000,1,303136000,5229000,278357.0,98881.0
676,USA,2,MEX,70,2001,1,322365000,5733000,285112.0,99716.0
677,USA,2,MEX,70,2002,1,348555000,3236000,290270.0,106724.0
678,USA,2,MEX,70,2003,1,404920000,2938000,292883.0,108056.0
679,USA,2,MEX,70,2004,1,455908000,2876000,295487.0,109382.0
680,USA,2,MEX,70,2005,1,495326000,3123000,298166.0,110732.0
681,USA,2,MEX,70,2006,1,521840000,3229000,300943.0,112117.0
682,USA,2,MEX,70,2007,1,552568000,3982000,303787.0,113530.0
683,USA,2,MEX,70,2008,1,616073000,4346000,306657.0,114968.0
684,USA,2,MEX,70,2009,1,662049000,4769000,309492.0,116423.0
685,USA,2,MEX,70,2010,1,693600000,5410000,312247.0,117886.0
686,USA,2,MEX,70,2011,1,687000000,5051000,314912.0,119361.0
687,USA,2,MEX,70,2012,1,655388000,5237000,317505.0,120847.0
688,USA,2,BLZ,80,1991,1,262389000,8000,252618.0,194.0
689,USA,2,BLZ,80,1992,1,286892000,-9,255391.0,199.0
690,USA,2,BLZ,80,1993,1,297600000,6900,258132.0,205.0
691,USA,2,BLZ,80,1994,1,293214000,11000,260602.0,211.0
692,USA,2,BLZ,80,1995,1,277834000,13000,262755.0,216.0
693,USA,2,BLZ,80,1996,1,277254000,15000,265284.0,222.0
694,USA,2,BLZ,80,1997,1,276324000,16000,267901.0,230.0
695,USA,2,BLZ,80,1998,1,279702000,17000,274028.0,230.0
696,USA,2,BLZ,80,1999,1,292147000,17000,276218.0,235.0
697,USA,2,BLZ,80,2000,1,303136000,18000,278357.0,241.0
698,USA,2,BLZ,80,2001,1,322365000,18000,285112.0,257.0
699,USA,2,BLZ,80,2002,1,348555000,14000,290270.0,252.0
700,USA,2,BLZ,80,2003,1,404920000,15000,292883.0,258.0
701,USA,2,BLZ,80,2004,1,455908000,16000,295487.0,265.0
702,USA,2,BLZ,80,2005,1,495326000,16000,298166.0,272.0
703,USA,2,BLZ,80,2006,1,521840000,18000,300943.0,279.0
704,USA,2,BLZ,80,2007,1,552568000,18000,303787.0,286.0
705,USA,2,BLZ,80,2008,1,616073000,-9,306657.0,294.0
706,USA,2,BLZ,80,2009,1,662049000,14000,309492.0,301.0
707,USA,2,BLZ,80,2010,1,693600000,16000,312247.0,309.0
708,USA,2,BLZ,80,2011,1,687000000,16000,314912.0,316.0
709,USA,2,BLZ,80,2012,1,655388000,16000,317505.0,324.0
710,USA,2,GUA,90,1936,0,932600,2100,128181.0,2020.0
711,USA,2,GUA,90,1937,0,1032900,1800,128961.0,2070.0
712,USA,2,GUA,90,1938,0,1131499,1900,129969.0,2110.0
713,USA,2,GUA,90,1939,0,980000,1880,131028.0,2150.0
714,USA,2,GUA,90,1940,0,1657000,-9,132122.0,2200.0
715,USA,2,GUA,90,1941,0,6301000,-9,133402.0,2250.0
716,USA,2,GUA,90,1942,0,26001000,1900,134860.0,2300.0
717,USA,2,GUA,90,1943,0,72109000,-9,136739.0,2340.0
718,USA,2,GUA,90,1944,0,87000000,1900,138397.0,2390.0
719,USA,2,GUA,90,1945,1,90000000,-9,139928.0,2440.0
720,USA,2,GUA,90,1946,1,45133984,3366,141389.0,2500.0
721,USA,2,GUA,90,1947,1,14315999,3474,144126.0,2570.0
722,USA,2,GUA,90,1948,1,10960998,3871,147208.0,2641.0
723,USA,2,GUA,90,1949,1,13503000,5161,149767.0,2724.0
724,USA,2,GUA,90,1950,1,14559000,5062,152271.0,2969.0
725,USA,2,GUA,90,1951,1,33398000,5558,154878.0,2892.0
726,USA,2,GUA,90,1952,1,47852000,5955,157553.0,2981.0
727,USA,2,GUA,90,1953,1,49621008,5955,160184.0,3058.0
728,USA,2,GUA,90,1954,1,42786000,6650,163026.0,3159.0
729,USA,2,GUA,90,1955,1,40518000,7940,165931.0,3258.0
730,USA,2,GUA,90,1956,1,41773008,8800,168903.0,3347.0
731,USA,2,GUA,90,1957,1,44548000,9300,171984.0,3451.0
732,USA,2,GUA,90,1958,1,45503008,9800,174882.0,3546.0
733,USA,2,GUA,90,1959,1,46614000,9800,177830.0,3652.0
734,USA,2,GUA,90,1960,1,45380000,9400,180671.0,3964.0
735,USA,2,GUA,90,1961,1,47808000,9200,183691.0,4079.0
736,USA,2,GUA,90,1962,1,52381008,9300,186538.0,4197.0
737,USA,2,GUA,90,1963,1,52295008,10200,189242.0,4318.0
738,USA,2,GUA,90,1964,1,51213008,12700,191889.0,4442.0
739,USA,2,GUA,90,1965,1,51827008,14300,194303.0,4568.0
740,USA,2,GUA,90,1966,1,67572000,14700,196560.0,4698.0
741,USA,2,GUA,90,1967,1,75448000,16400,198712.0,4830.0
742,USA,2,GUA,90,1968,1,80732000,15700,200706.0,4964.0
743,USA,2,GUA,90,1969,1,81446000,15600,202677.0,5103.0
744,USA,2,GUA,90,1970,1,77827008,17200,205052.0,5246.0
745,USA,2,GUA,90,1971,1,74862000,18500,207661.0,5393.0
746,USA,2,GUA,90,1972,1,77639000,22500,209896.0,5544.0
747,USA,2,GUA,90,1973,1,78385000,21500,211909.0,5699.0
748,USA,2,GUA,90,1974,1,85906000,27400,213854.0,5858.0
749,USA,2,GUA,90,1975,1,90948000,42900,215973.0,6023.0
750,USA,2,GUA,90,1976,1,91013000,49600,218035.0,6191.0
751,USA,2,GUA,90,1977,1,100925000,77700,220239.0,6364.0
752,USA,2,GUA,90,1978,1,109247000,73200,222585.0,6543.0
753,USA,2,GUA,90,1979,1,122279000,81899,225055.0,6726.0
754,USA,2,GUA,90,1980,1,143981000,109090,227726.0,6917.0
755,USA,2,GUA,90,1981,1,169888000,131209,229966.0,7113.0
756,USA,2,GUA,90,1982,1,196345000,165114,232188.0,7315.0
757,USA,2,GUA,90,1983,1,217198000,170009,234307.0,7524.0
758,USA,2,GUA,90,1984,1,237052000,181288,236348.0,7740.0
759,USA,2,GUA,90,1985,1,245154000,174000,238466.0,7963.0
760,USA,2,GUA,90,1986,1,265480000,130770,240651.0,8195.0
761,USA,2,GUA,90,1987,1,273966000,106320,242804.0,8434.0
762,USA,2,GUA,90,1988,1,281935000,127000,245021.0,8681.0
763,USA,2,GUA,90,1989,1,294880000,131000,247342.0,8935.0
764,USA,2,GUA,90,1990,1,289755000,71780,249907.0,9197.0
765,USA,2,GUA,90,1991,1,262389000,126000,252618.0,9467.0
766,USA,2,GUA,90,1992,1,286892000,109160,255391.0,9745.0
767,USA,2,GUA,90,1993,1,297600000,113000,258132.0,10030.0
768,USA,2,GUA,90,1994,1,293214000,136000,260602.0,10322.0
769,USA,2,GUA,90,1995,1,277834000,150000,262755.0,9976.0
770,USA,2,GUA,90,1996,1,277254000,211000,265284.0,10243.0
771,USA,2,GUA,90,1997,1,276324000,182000,267901.0,10517.0
772,USA,2,GUA,90,1998,1,279702000,159000,274028.0,10801.0
773,USA,2,GUA,90,1999,1,292147000,149000,276218.0,11090.0
774,USA,2,GUA,90,2000,1,303136000,155000,278357.0,11385.0
775,USA,2,GUA,90,2001,1,322365000,186000,285112.0,11678.0
776,USA,2,GUA,90,2002,1,348555000,158000,290270.0,11766.0
777,USA,2,GUA,90,2003,1,404920000,179000,292883.0,12063.0
778,USA,2,GUA,90,2004,1,455908000,112000,295487.0,12368.0
779,USA,2,GUA,90,2005,1,495326000,90000,298166.0,12679.0
780,USA,2,GUA,90,2006,1,521840000,146000,300943.0,12995.0
781,USA,2,GUA,90,2007,1,552568000,166000,303787.0,13318.0
782,USA,2,GUA,90,2008,1,616073000,180000,306657.0,13648.0
783,USA,2,GUA,90,2009,1,662049000,166000,309492.0,13989.0
784,USA,2,GUA,90,2010,1,693600000,156000,312247.0,14342.0
785,USA,2,GUA,90,2011,1,687000000,200000,314912.0,14707.0
786,USA,2,GUA,90,2012,1,655388000,212000,317505.0,15083.0
787,USA,2,HON,91,1936,0,932600,1000,128181.0,1060.0
788,USA,2,HON,91,1937,0,1032900,1100,128961.0,1080.0
789,USA,2,HON,91,1938,0,1131499,1000,129969.0,1100.0
790,USA,2,HON,91,1939,0,980000,1095,131028.0,1120.0
791,USA,2,HON,91,1940,0,1657000,1040,132122.0,1150.0
792,USA,2,HON,91,1941,0,6301000,-9,133402.0,1170.0
793,USA,2,HON,91,1942,0,26001000,1184,134860.0,1200.0
794,USA,2,HON,91,1943,0,72109000,1208,136739.0,1210.0
795,USA,2,HON,91,1944,0,87000000,1141,138397.0,1240.0
796,USA,2,HON,91,1945,1,90000000,1217,139928.0,1260.0
797,USA,2,HON,91,1946,1,45133984,1814,141389.0,1290.0
798,USA,2,HON,91,1947,1,14315999,2402,144126.0,1320.0
799,USA,2,HON,91,1948,1,10960998,3627,147208.0,1353.0
800,USA,2,HON,91,1949,1,13503000,2843,149767.0,1389.0
801,USA,2,HON,91,1950,1,14559000,2794,152271.0,1445.0
802,USA,2,HON,91,1951,1,33398000,3168,154878.0,1485.0
803,USA,2,HON,91,1952,1,47852000,3218,157553.0,1528.0
804,USA,2,HON,91,1953,1,49621008,3020,160184.0,1570.0
805,USA,2,HON,91,1954,1,42786000,3200,163026.0,1617.0
806,USA,2,HON,91,1955,1,40518000,3200,165931.0,1665.0
807,USA,2,HON,91,1956,1,41773008,4650,168903.0,1715.0
808,USA,2,HON,91,1957,1,44548000,4450,171984.0,1768.0
809,USA,2,HON,91,1958,1,45503008,4550,174882.0,1823.0
810,USA,2,HON,91,1959,1,46614000,4650,177830.0,1880.0
811,USA,2,HON,91,1960,1,45380000,4100,180671.0,1943.0
812,USA,2,HON,91,1961,1,47808000,7200,183691.0,1885.0
813,USA,2,HON,91,1962,1,52381008,7250,186538.0,2066.0
814,USA,2,HON,91,1963,1,52295008,7700,189242.0,2129.0
815,USA,2,HON,91,1964,1,51213008,5400,191889.0,2193.0
816,USA,2,HON,91,1965,1,51827008,5700,194303.0,2256.0
817,USA,2,HON,91,1966,1,67572000,6200,196560.0,2320.0
818,USA,2,HON,91,1967,1,75448000,6150,198712.0,2401.0
819,USA,2,HON,91,1968,1,80732000,6200,200706.0,2483.0
820,USA,2,HON,91,1969,1,81446000,7100,202677.0,2565.0
821,USA,2,HON,91,1970,1,77827008,8750,205052.0,2639.0
822,USA,2,HON,91,1971,1,74862000,11400,207661.0,2720.0
823,USA,2,HON,91,1972,1,77639000,15450,209896.0,2805.0
824,USA,2,HON,91,1973,1,78385000,15950,211909.0,2895.0
825,USA,2,HON,91,1974,1,85906000,16900,213854.0,2991.0
826,USA,2,HON,91,1975,1,90948000,21400,215973.0,3093.0
827,USA,2,HON,91,1976,1,91013000,23700,218035.0,3202.0
828,USA,2,HON,91,1977,1,100925000,25250,220239.0,3318.0
829,USA,2,HON,91,1978,1,109247000,31400,222585.0,3439.0
830,USA,2,HON,91,1979,1,122279000,33000,225055.0,3564.0
831,USA,2,HON,91,1980,1,143981000,59000,227726.0,3691.0
832,USA,2,HON,91,1981,1,169888000,45000,229966.0,3821.0
833,USA,2,HON,91,1982,1,196345000,60000,232188.0,3955.0
834,USA,2,HON,91,1983,1,217198000,70000,234307.0,4092.0
835,USA,2,HON,91,1984,1,237052000,90000,236348.0,4232.0
836,USA,2,HON,91,1985,1,245154000,71580,238466.0,4372.0
837,USA,2,HON,91,1986,1,265480000,67500,240651.0,4514.0
838,USA,2,HON,91,1987,1,273966000,138000,242804.0,4656.0
839,USA,2,HON,91,1988,1,281935000,124000,245021.0,4802.0
840,USA,2,HON,91,1989,1,294880000,138000,247342.0,4951.0
841,USA,2,HON,91,1990,1,289755000,45700,249907.0,5105.0
842,USA,2,HON,91,1991,1,262389000,61000,252618.0,5265.0
843,USA,2,HON,91,1992,1,286892000,42450,255391.0,5427.0
844,USA,2,HON,91,1993,1,297600000,44000,258132.0,5595.0
845,USA,2,HON,91,1994,1,293214000,45000,260602.0,5770.0
846,USA,2,HON,91,1995,1,277834000,54000,262755.0,5953.0
847,USA,2,HON,91,1996,1,277254000,100000,265284.0,6140.0
848,USA,2,HON,91,1997,1,276324000,101000,267901.0,6338.0
849,USA,2,HON,91,1998,1,279702000,99000,274028.0,6147.0
850,USA,2,HON,91,1999,1,292147000,95000,276218.0,6316.0
851,USA,2,HON,91,2000,1,303136000,95000,278357.0,6485.0
852,USA,2,HON,91,2001,1,322365000,96000,285112.0,6530.0
853,USA,2,HON,91,2002,1,348555000,55000,290270.0,6496.0
854,USA,2,HON,91,2003,1,404920000,53000,292883.0,6628.0
855,USA,2,HON,91,2004,1,455908000,52000,295487.0,6762.0
856,USA,2,HON,91,2005,1,495326000,53000,298166.0,6899.0
857,USA,2,HON,91,2006,1,521840000,55000,300943.0,7037.0
858,USA,2,HON,91,2007,1,552568000,76000,303787.0,7178.0
859,USA,2,HON,91,2008,1,616073000,96000,306657.0,7322.0
860,USA,2,HON,91,2009,1,662049000,111000,309492.0,7470.0
861,USA,2,HON,91,2010,1,693600000,135000,312247.0,7621.0
862,USA,2,HON,91,2011,1,687000000,141000,314912.0,7777.0
863,USA,2,HON,91,2012,1,655388000,151000,317505.0,7936.0
864,USA,2,SAL,92,1936,0,932600,1476,128181.0,1550.0
865,USA,2,SAL,92,1937,0,1032900,1360,128961.0,1570.0
866,USA,2,SAL,92,1938,0,1131499,1440,129969.0,1590.0
867,USA,2,SAL,92,1939,0,980000,1480,131028.0,1610.0
868,USA,2,SAL,92,1940,0,1657000,-9,132122.0,1630.0
869,USA,2,SAL,92,1941,0,6301000,-9,133402.0,1650.0
870,USA,2,SAL,92,1942,0,26001000,1465,134860.0,1680.0
871,USA,2,SAL,92,1943,0,72109000,1350,136739.0,1690.0
872,USA,2,SAL,92,1944,0,87000000,1462,138397.0,1720.0
873,USA,2,SAL,92,1945,0,90000000,1801,139928.0,1740.0
874,USA,2,SAL,92,1947,1,14315999,1802,144126.0,1780.0
875,USA,2,SAL,92,1948,1,10960998,2362,147208.0,1811.0
876,USA,2,SAL,92,1949,1,13503000,2801,149767.0,1835.0
877,USA,2,SAL,92,1950,1,14559000,3944,152271.0,1859.0
878,USA,2,SAL,92,1951,1,33398000,4741,154878.0,1912.0
879,USA,2,SAL,92,1952,1,47852000,5080,157553.0,1965.0
880,USA,2,SAL,92,1953,1,49621008,6154,160184.0,2020.0
881,USA,2,SAL,92,1954,1,42786000,5800,163026.0,2077.0
882,USA,2,SAL,92,1955,1,40518000,6560,165931.0,2135.0
883,USA,2,SAL,92,1956,1,41773008,6960,168903.0,2195.0
884,USA,2,SAL,92,1957,1,44548000,7680,171984.0,2257.0
885,USA,2,SAL,92,1958,1,45503008,7600,174882.0,2321.0
886,USA,2,SAL,92,1959,1,46614000,6240,177830.0,2386.0
887,USA,2,SAL,92,1960,1,45380000,6120,180671.0,2578.0
888,USA,2,SAL,92,1961,1,47808000,6200,183691.0,2526.0
889,USA,2,SAL,92,1962,1,52381008,8680,186538.0,2627.0
890,USA,2,SAL,92,1963,1,52295008,8520,189242.0,2721.0
891,USA,2,SAL,92,1964,1,51213008,8000,191889.0,2824.0
892,USA,2,SAL,92,1965,1,51827008,9040,194303.0,2928.0
893,USA,2,SAL,92,1966,1,67572000,9200,196560.0,3037.0
894,USA,2,SAL,92,1967,1,75448000,9480,198712.0,3151.0
895,USA,2,SAL,92,1968,1,80732000,9240,200706.0,3266.0
896,USA,2,SAL,92,1969,1,81446000,10480,202677.0,3390.0
897,USA,2,SAL,92,1970,1,77827008,9960,205052.0,3534.0
898,USA,2,SAL,92,1971,1,74862000,11960,207661.0,3647.0
899,USA,2,SAL,92,1972,1,77639000,12520,209896.0,3668.0
900,USA,2,SAL,92,1973,1,78385000,25060,211909.0,3771.0
901,USA,2,SAL,92,1974,1,85906000,26040,213854.0,3887.0
902,USA,2,SAL,92,1975,1,90948000,27880,215973.0,4005.0
903,USA,2,SAL,92,1976,1,91013000,37920,218035.0,4122.0
904,USA,2,SAL,92,1977,1,100925000,50000,220239.0,4255.0
905,USA,2,SAL,92,1978,1,109247000,58800,222585.0,4353.0
906,USA,2,SAL,92,1979,1,122279000,68000,225055.0,4435.0
907,USA,2,SAL,92,1980,1,143981000,72000,227726.0,4508.0
908,USA,2,SAL,92,1981,1,169888000,116000,229966.0,4587.0
909,USA,2,SAL,92,1982,1,196345000,139000,232188.0,4662.0
910,USA,2,SAL,92,1983,1,217198000,158000,234307.0,4724.0
911,USA,2,SAL,92,1984,1,237052000,205000,236348.0,4780.0
912,USA,2,SAL,92,1985,1,245154000,252000,238466.0,4856.0
913,USA,2,SAL,92,1986,1,265480000,160000,240651.0,4948.0
914,USA,2,SAL,92,1987,1,273966000,208180,242804.0,5054.0
915,USA,2,SAL,92,1988,1,281935000,237000,245021.0,5090.0
916,USA,2,SAL,92,1989,1,294880000,139230,247342.0,5193.0
917,USA,2,SAL,92,1990,1,289755000,143830,249907.0,5031.0
918,USA,2,SAL,92,1991,1,262389000,141870,252618.0,5351.0
919,USA,2,SAL,92,1992,1,286892000,175000,255391.0,5477.0
920,USA,2,SAL,92,1993,1,297600000,100000,258132.0,5393.0
921,USA,2,SAL,92,1994,1,293214000,132000,260602.0,5528.0
922,USA,2,SAL,92,1995,1,277834000,145000,262755.0,5662.0
923,USA,2,SAL,92,1996,1,277254000,149000,265284.0,5796.0
924,USA,2,SAL,92,1997,1,276324000,176000,267901.0,5928.0
925,USA,2,SAL,92,1998,1,279702000,163000,274028.0,6032.0
926,USA,2,SAL,92,1999,1,292147000,171000,276218.0,6154.0
927,USA,2,SAL,92,2000,1,303136000,168000,278357.0,6276.0
928,USA,2,SAL,92,2001,1,322365000,165000,285112.0,6397.0
929,USA,2,SAL,92,2002,1,348555000,109000,290270.0,6008.0
930,USA,2,SAL,92,2003,1,404920000,106000,292883.0,6029.0
931,USA,2,SAL,92,2004,1,455908000,106000,295487.0,6050.0
932,USA,2,SAL,92,2005,1,495326000,106000,298166.0,6073.0
933,USA,2,SAL,92,2006,1,521840000,106000,300943.0,6097.0
934,USA,2,SAL,92,2007,1,552568000,111000,303787.0,6123.0
935,USA,2,SAL,92,2008,1,616073000,115000,306657.0,6152.0
936,USA,2,SAL,92,2009,1,662049000,135000,309492.0,6183.0
937,USA,2,SAL,92,2010,1,693600000,135000,312247.0,6218.0
938,USA,2,SAL,92,2011,1,687000000,146000,314912.0,6256.0
939,USA,2,SAL,92,2012,1,655388000,145000,317505.0,6297.0
940,USA,2,NIC,93,1936,0,932600,83,128181.0,746.0
941,USA,2,NIC,93,1937,0,1032900,45,128961.0,765.0
942,USA,2,NIC,93,1938,0,1131499,-9,129969.0,785.0
943,USA,2,NIC,93,1939,0,980000,-9,131028.0,806.0
944,USA,2,NIC,93,1940,0,1657000,-9,132122.0,825.0
945,USA,2,NIC,93,1941,0,6301000,-9,133402.0,844.0
946,USA,2,NIC,93,1942,0,26001000,-9,134860.0,863.0
947,USA,2,NIC,93,1943,0,72109000,-9,136739.0,880.0
948,USA,2,NIC,93,1944,0,87000000,909,138397.0,900.0
949,USA,2,NIC,93,1945,1,90000000,-9,139928.0,923.0
950,USA,2,NIC,93,1946,1,45133984,-9,141389.0,949.0
951,USA,2,NIC,93,1947,1,14315999,-9,144126.0,977.0
952,USA,2,NIC,93,1948,1,10960998,-9,147208.0,1001.0
953,USA,2,NIC,93,1949,1,13503000,-9,149767.0,1028.0
954,USA,2,NIC,93,1950,1,14559000,-9,152271.0,1052.0
955,USA,2,NIC,93,1951,1,33398000,-9,154878.0,1083.0
956,USA,2,NIC,93,1952,1,47852000,-9,157553.0,1116.0
957,USA,2,NIC,93,1953,1,49621008,-9,160184.0,1149.0
958,USA,2,NIC,93,1954,1,42786000,-9,163026.0,1183.0
959,USA,2,NIC,93,1955,1,40518000,-9,165931.0,1218.0
960,USA,2,NIC,93,1956,1,41773008,-9,168903.0,1255.0
961,USA,2,NIC,93,1957,1,44548000,7037,171984.0,1292.0
962,USA,2,NIC,93,1958,1,45503008,5782,174882.0,1330.0
963,USA,2,NIC,93,1959,1,46614000,6194,177830.0,1370.0
964,USA,2,NIC,93,1960,1,45380000,6700,180671.0,1411.0
965,USA,2,NIC,93,1961,1,47808000,6979,183691.0,1453.0
966,USA,2,NIC,93,1962,1,52381008,7546,186538.0,1496.0
967,USA,2,NIC,93,1963,1,52295008,7801,189242.0,1541.0
968,USA,2,NIC,93,1964,1,51213008,7546,191889.0,1579.0
969,USA,2,NIC,93,1965,1,51827008,8113,194303.0,1619.0
970,USA,2,NIC,93,1966,1,67572000,9348,196560.0,1660.0
971,USA,2,NIC,93,1967,1,75448000,10270,198712.0,1701.0
972,USA,2,NIC,93,1968,1,80732000,10057,200706.0,1744.0
973,USA,2,NIC,93,1969,1,81446000,10241,202677.0,1788.0
974,USA,2,NIC,93,1970,1,77827008,12170,205052.0,2053.0
975,USA,2,NIC,93,1971,1,74862000,12400,207661.0,1889.0
976,USA,2,NIC,93,1972,1,77639000,16142,209896.0,1955.0
977,USA,2,NIC,93,1973,1,78385000,15286,211909.0,2015.0
978,USA,2,NIC,93,1974,1,85906000,21959,213854.0,2087.0
979,USA,2,NIC,93,1975,1,90948000,27185,215973.0,2408.0
980,USA,2,NIC,93,1976,1,91013000,37290,218035.0,2244.0
981,USA,2,NIC,93,1977,1,100925000,41275,220239.0,2325.0
982,USA,2,NIC,93,1978,1,109247000,43000,222585.0,2410.0
983,USA,2,NIC,93,1979,1,122279000,42000,225055.0,2644.0
984,USA,2,NIC,93,1980,1,143981000,62000,227726.0,2771.0
985,USA,2,NIC,93,1981,1,169888000,192000,229966.0,2871.0
986,USA,2,NIC,93,1982,1,196345000,249000,232188.0,2957.0
987,USA,2,NIC,93,1983,1,217198000,348000,234307.0,3058.0
988,USA,2,NIC,93,1984,1,237052000,625000,236348.0,3163.0
989,USA,2,NIC,93,1985,1,245154000,702000,238466.0,3272.0
990,USA,2,NIC,93,1986,1,265480000,436090,240651.0,3384.0
991,USA,2,NIC,93,1987,1,273966000,189000,242804.0,3501.0
992,USA,2,NIC,93,1988,1,281935000,142000,245021.0,3622.0
993,USA,2,NIC,93,1989,1,294880000,-9,247342.0,3745.0
994,USA,2,NIC,93,1990,1,289755000,318000,249907.0,3871.0
995,USA,2,NIC,93,1991,1,262389000,225000,252618.0,3999.0
996,USA,2,NIC,93,1992,1,286892000,214500,255391.0,4131.0
997,USA,2,NIC,93,1993,1,297600000,210000,258132.0,4265.0
998,USA,2,NIC,93,1994,1,293214000,35000,260602.0,4401.0
999,USA,2,NIC,93,1995,1,277834000,39000,262755.0,4539.0
1000,USA,2,NIC,93,1996,1,277254000,37000,265284.0,4238.0
